Href,Case_Study,Quote
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"If I get a Metaplane alert, it’s always something that’s gone wrong, which is what we want. We want to ensure that we’re catching everything without over-alerting,” said Max."
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"We’ve been using Metaplane for at least a year and a half…I’ve seen the many improvements that Metaplane’s made. It’s pretty cool to talk directly to developers and 90% of the time, when I bring up a feature, it’s either being worked on, or, they’ll just tell me: ‘Oh we fixed that already. I’ll turn it on for you now’.”"
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"We had an OKR last quarter related to data quality that Metaplane helped us achieve,” said Max."
https://www.getdbt.com/success-stories/vivian-health/,Vivian Health,"dbt is a critical part of our infrastructure, and Metaplane allows us to ensure that it is running smoothly around the clock,” Max concluded."
https://www.getdbt.com/success-stories/wellthy/,Wellthy,"There’s nothing more stressful than caring for a loved one. We need to be able to provide personalized support when and where they need it. Being armed with this information ahead of time makes for a better member experience,” said Kelly Nelson Pook, Sr."
https://www.getdbt.com/success-stories/wellthy/,Wellthy,"We’re trying to position ourselves to serve as many people as possible with the best caregiving assistance possible, and Snowflake powers everything we do from analytics, to operations, to activation,” explained Kelly."
https://www.getdbt.com/success-stories/wellthy/,Wellthy,"Previously, data teams would try to shove all of their transformation logic into one gigantic query. dbt Cloud lets us modularize the different stages of our transformation layers, standardize everything with version control, and easily use DAG visualizations to see how our models relate to one another,” added Kelly."
https://www.getdbt.com/success-stories/wellthy/,Wellthy,"We have a ton of dbt jobs and tests running at all times, and we need to be able to identify potential problems without canceling or stopping our data flows. Hightouch lets us proactively send alerts to Slack so our Care Team can take action immediately.”"
https://www.getdbt.com/success-stories/wellthy/,Wellthy,"I’ve been working in the data space for over ten years, and Snowflake, dbt Cloud, and Hightouch have solved 95% of the problems that I’ve run into. Together, these tools power everything we do at Wellthy.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"Our previous stack of AWS Glue, EMR, Kinesis, Athena, and Airflow required knowledge of complex frameworks & languages,” said Emmanuel Fuentes, Head of Machine Learning & Data Platforms."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"In order to scale, we needed a consistent end-to-end approach.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"I looked for tools that would allow us to act as if we were 10x size,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,I wanted us to all use common features to be aligned on how calculations are made.”
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"We could have the same setup with Airflow DAGs. But I’d need a bigger, more specialized team and our maintenance costs would be 10 or 20 times higher,” he emphasized."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"Analysts, engineers, and machine learning are all working on similar problems. When teams use common data models, that enables a lot of efficiency,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"Someone might have built something for an analytics report that gave an idea to a machine learning person. Instead of having to rebuild it from scratch, they can reference their dbt model and then move on.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"This new workflow decreased the delta between an idea and publishing to production by a fourth or eighth,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"We’ve gained a lot of efficiencies because we use SQL across our models, transformation layer, analysis, and dashboards.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"When you’re growing in a tight hiring market, you need really smart people that can scale very quickly,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"A lot more people know SQL than languages like Scala. A SQL-first approach to data pipelines, transformations, QA, and analysis is essential.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"We can skip redoing this layer that people get stuck in—like dimensional modeling, Kimball models or Snowflake schemas—and go straight to business value,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"With our new stack, it takes new analytics engineering hires just one week to learn our stack. They read the docs, open up the dbt DAG, explore our data in Hex, and are ready to push code to production.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"Because each business is so different—sneakers, vintage clothing, Pokemon cards, food and beverage—they all have different data assets being generated,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"That results in thousands of fields that we need to be constantly computing and articulating to stakeholders. As you go wide, that data diversity only grows.”"
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"dbt and Hex make the data development environment so much easier to work with than any other combination of tools. Since it’s all native, we don’t need to wait for or build a custom adapter,” said Emmanuel."
https://www.getdbt.com/success-stories/whatnot/,Whatnot,"I can instead focus on scaling my team, and building the best live shopping platform.”"
https://www.getdbt.com/success-stories/yummy/,Yummy,"Our rapid growth and diversification are why it’s so important yet uniquely difficult for us to create a single source of truth for our data,” said Luis Noguera, Head of Analytics."
https://www.getdbt.com/success-stories/yummy/,Yummy,"As we scale the data team and the organization, our data infrastructure has to be scalable, self-service, and trusted by the entire organization.”"
https://www.getdbt.com/success-stories/yummy/,Yummy,"Analysts were often repeating models that had already been built for different use cases,” resulting in tangled data made of single-use tables."
https://www.getdbt.com/success-stories/yummy/,Yummy,"The fact that we could implement dbt as a new data team was exciting. We had a lot of work to do, but there was so much potential for building our foundations with dbt. I think every new team should start out using it. The earlier the better,” said Luis."
https://www.getdbt.com/success-stories/yummy/,Yummy,"The hardest part was understanding data modeling. But seeing the DAG for the first time was when things clicked. We didn’t have that visibility with our scheduled queries,” said Luis."
https://www.getdbt.com/success-stories/yummy/,Yummy,"Before, we were building for now, or for the next hour. But by taking a little bit longer in the moment, we’ll reap the rewards of velocity in the future,” said Luis."
https://www.getdbt.com/success-stories/yummy/,Yummy,"Analysts could do demo runs before pushing anything into production, which they couldn’t do before. dbt lets them get hands-on without messing anything up, and I think that’s what made our 3-month implementation so fast. Having a safe playground to develop and test was essential,” said Luis."
https://www.getdbt.com/success-stories/yummy/,Yummy,"We were growing so fast that breaking things seemed unavoidable. As a result, we had business users answering business questions with in-app events-based data instead of data coming from documented and well-maintained tables,” said Luis."
https://www.getdbt.com/success-stories/zip/,Zip,"Cost scalability is a key consideration for us. We’ve been burnt before with event volumes so we went into cost scalability with eyes wide open,” said Moss Pauly, Sr."
https://www.getdbt.com/success-stories/zip/,Zip,"Recently, our CIO wanted to query Twilio data and pinged me about the Twilio table structure while I was getting coffee. I was able to send back a link to the Twilio ERD in Fivetran about 5 seconds later that fully explained everything. Well-documented third-party integrations are really valuable,” explained Moss."
https://www.getdbt.com/success-stories/zip/,Zip,"Census’ Entity models have been a game changer to enable non-technical users to create segments that would normally need complex joins across a large number of data sources,” said Moss."
https://www.getdbt.com/success-stories/zip/,Zip,"This is the first time we’ve been able to have one unified audience that we sync from Census. This means that we’re more confident in the messages and the offers we have live. We can actually get more granular with who we’re targeting and what we’re saying to them,” said Bianca El-Jalkh, Growth Product Manager of Shop & Rewards at Zip."
